animal,ds_type,video_id,segment_id,start_time,end_time,total_time,interacting_object,video_path
cat,train,23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c,16,0:00,0:16,19,food,training_set/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c_segment_16.mp4
cat,train,23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c,17,NONE,NONE,22,NONE,training_set/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c_segment_17.mp4
cat,train,23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c,18,0:06,0:23,23,other animal,training_set/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c_segment_18.mp4
cat,train,23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c,19,0:00,0:05,5,other animal,training_set/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c_segment_19.mp4
cat,train,23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c,20,NONE,NONE,13,NONE,training_set/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c_segment_20.mp4
cat,train,23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c,21,NONE,NONE,41,NONE,training_set/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c_segment_21.mp4
cat,train,23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c,22,NONE,NONE,33,NONE,training_set/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c/edited_23cd1233584fc70c89602236d3ec9c7f0c7891645afe826b0d70c7a43ace769c_segment_22.mp4
cat,train,24bb7fa2e4f54c0a82dc77db5135e49c539444a32c5d0ee130998ad0db727275,5,0:00,0:01,13,person,training_set/edited_24bb7fa2e4f54c0a82dc77db5135e49c539444a32c5d0ee130998ad0db727275/edited_24bb7fa2e4f54c0a82dc77db5135e49c539444a32c5d0ee130998ad0db727275_segment_5.mp4
cat,train,24bb7fa2e4f54c0a82dc77db5135e49c539444a32c5d0ee130998ad0db727275,3,0:03,0:06,6,person,training_set/edited_24bb7fa2e4f54c0a82dc77db5135e49c539444a32c5d0ee130998ad0db727275/edited_24bb7fa2e4f54c0a82dc77db5135e49c539444a32c5d0ee130998ad0db727275_segment_3.mp4
cat,train,24bb7fa2e4f54c0a82dc77db5135e49c539444a32c5d0ee130998ad0db727275,1,0:08,0:13,13,person,training_set/edited_24bb7fa2e4f54c0a82dc77db5135e49c539444a32c5d0ee130998ad0db727275/edited_24bb7fa2e4f54c0a82dc77db5135e49c539444a32c5d0ee130998ad0db727275_segment_1.mp4
dog,train,6258c8baf473d7f03621bf92193e1f58d6031ddf81cce48dc5f12db765f81acd,1,0:00,0:04,24,other animal,training_set/edited_6258c8baf473d7f03621bf92193e1f58d6031ddf81cce48dc5f12db765f81acd/edited_6258c8baf473d7f03621bf92193e1f58d6031ddf81cce48dc5f12db765f81acd_segment_1.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,1,0:00,0:08,8,person,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_1.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,2,0:00,0:03,3,person,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_2.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,3,0:00;0:13,0:08;0:15,15,person;person,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_3.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,4,0:07,0:11,11,person,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_4.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,5,0:00,0:11,11,person,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_5.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,6,0:01,0:03,5,person,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_6.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,7,NONE,NONE,5,NONE,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_7.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,8,0:01,0:03,3,person,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_8.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,9,NONE,NONE,7,NONE,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_9.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,10,0:00;0:06;0:11,0:06;0:11;0:28,28,person;person;person,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_10.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,11,0:00,0:02,15,person,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_11.mp4
dog,train,6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12,13,0:00;0:07,0:07;0:14,14,dog;dog,training_set/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12/edited_6804cbc5da23b1e8556d81eb76253832d83d21ca766c6c2687cea483f75d6b12_segment_13.mp4
cat,train,6dfd31131f3d465c63eee1bcf12c3696906ac0023953b7d9e4a95882f5276756,1,0:00,0:05,6,filament,training_set/edited_6dfd31131f3d465c63eee1bcf12c3696906ac0023953b7d9e4a95882f5276756/edited_6dfd31131f3d465c63eee1bcf12c3696906ac0023953b7d9e4a95882f5276756_segment_1.mp4
dog,train,0cb71345abd677e3282fef77f1412487d7861b1836837ce6d0f37022042c3844,3,0:00;0:10,0:11;0:17,59,filament;bench,training_set/edited_0cb71345abd677e3282fef77f1412487d7861b1836837ce6d0f37022042c3844/edited_0cb71345abd677e3282fef77f1412487d7861b1836837ce6d0f37022042c3844_segment_3.mp4
cat,train,6dfd31131f3d465c63eee1bcf12c3696906ac0023953b7d9e4a95882f5276756,8,NONE,NONE,7,NONE,training_set/edited_6dfd31131f3d465c63eee1bcf12c3696906ac0023953b7d9e4a95882f5276756/edited_6dfd31131f3d465c63eee1bcf12c3696906ac0023953b7d9e4a95882f5276756_segment_8.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,1,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_1.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,13,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_13.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,14,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_14.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,15,NONE,NONE,5,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_15.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,17,0:01,0:07,7,plant,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_17.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,18,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_18.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,21,NONE,NONE,3,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_21.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,22,NONE,NONE,12,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_22.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,24,NONE,NONE,6,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_24.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,33,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_33.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,34,NONE,NONE,6,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_34.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,39,NONE,NONE,7,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_39.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,40,NONE,NONE,3,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_40.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,47,NONE,NONE,3,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_47.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,58,NONE,NONE,11,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_58.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,61,NONE,NONE,7,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_61.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,63,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_63.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,65,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_65.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,73,NONE,NONE,5,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_73.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,74,NONE,NONE,5,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_74.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,76,NONE,NONE,10,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_76.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,77,NONE,NONE,12,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_77.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,80,NONE,NONE,14,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_80.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,82,NONE,NONE,6,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_82.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,84,NONE,NONE,5,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_84.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,87,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_87.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,93,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_93.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,94,NONE,NONE,3,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_94.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,98,NONE,NONE,3,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_98.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,105,NONE,NONE,7,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_105.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,115,NONE,NONE,7,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_115.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,119,NONE,NONE,5,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_119.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,120,NONE,NONE,4,NONE,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_120.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,131,0:00,0:20,22,food,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_131.mp4
cat,train,06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9,139,0:00,0:05,5,other animal,training_set/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9/edited_06e2f890224055690990e8e897d7802ac17e350be423d776afa14a8c48b6cec9_segment_139.mp4
cat,train,6e17df8bfcecf30da29c0087d441ca08de41f721b256f26785a09e947c5908e5,1,0:00,0:20,21,plant,training_set/edited_6e17df8bfcecf30da29c0087d441ca08de41f721b256f26785a09e947c5908e5/edited_6e17df8bfcecf30da29c0087d441ca08de41f721b256f26785a09e947c5908e5_segment_1.mp4
cat,train,7b8c1ab235e4bffc6e751a25eeadf562469a7a121b951f252a5f82e221a05478,1,NONE,NONE,8,NONE,training_set/edited_7b8c1ab235e4bffc6e751a25eeadf562469a7a121b951f252a5f82e221a05478/edited_7b8c1ab235e4bffc6e751a25eeadf562469a7a121b951f252a5f82e221a05478_segment_1.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,1,0:05,0:12,13,cat,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_1.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,3,0:00,0:07,13,cat,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_3.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,5,NONE,NONE,34,NONE,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_5.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,7,0:00,0:33,33,cat,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_7.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,9,0:11,0:24,24,cat,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_9.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,13,NONE,NONE,14,NONE,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_13.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,15,NONE;NONE,NONE;NONE,53,NONE;NONE,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_15.mp4
